,station_number,wban_number,year,month,day,mean_temp,num_mean_temp_samples,mean_dew_point,num_mean_dew_point_samples,mean_sealevel_pressure,num_mean_sealevel_pressure_samples,mean_station_pressure,num_mean_station_pressure_samples,mean_visibility,num_mean_visibility_samples,mean_wind_speed,num_mean_wind_speed_samples,max_sustained_wind_speed,max_gust_wind_speed,max_temperature,max_temperature_explicit,min_temperature,min_temperature_explicit,total_precipitation,snow_depth,fog,rain,snow,hail,thunder,tornado
0,680540,99999,1992,1,29,80.6999969482,6,60.5999984741,6.0,,,,,18.6000003815,6.0,,,,,62.5999984741,False,,,0.0,,False,False,False,False,False,False
1,716300,99999,2000,2,21,28.3999996185,15,18.2000007629,15.0,1025.40002441,15.0,989.700012207,5.0,14.6000003815,15.0,4.80000019073,15.0,8.89999961853,,13.6000003815,True,,,0.019999999553,9.39999961853,False,False,False,False,False,False
2,711850,99999,2005,5,10,44.4000015259,8,40.2999992371,8.0,1020.5,8.0,1018.09997559,8.0,8.30000019073,8.0,6.0,8.0,13.0,,33.0999984741,False,,,0.0,,False,False,False,False,False,False
3,299150,99999,2006,4,21,47.0999984741,8,25.2999992371,8.0,1016.40002441,8.0,1001.0,8.0,24.1000003815,8.0,9.5,8.0,13.6000003815,,28.2000007629,False,,,0.0,,False,False,False,False,False,False
4,113080,99999,1996,5,15,48.0999984741,8,43.7999992371,8.0,,,846.400024414,8.0,,,2.20000004768,8.0,2.90000009537,,43.0,False,,,0.140000000596,,False,False,False,False,False,False
5,760051,99999,1984,10,17,69.0,13,45.5999984741,13.0,,,,,10.1000003815,13.0,6.69999980927,13.0,15.0,,53.5999984741,True,,,0.0,,False,False,False,False,False,False
6,319690,99999,2001,2,17,25.2999992371,8,15.1000003815,8.0,1016.5,8.0,,,11.6999998093,8.0,3.90000009537,8.0,9.69999980927,,9.89999961853,False,,,0.0,,False,False,False,False,False,False
7,959880,99999,2005,12,10,58.7999992371,8,45.7000007629,8.0,1010.40002441,8.0,1007.0,8.0,,,12.5,8.0,22.0,,51.7999992371,False,,,0.0,,False,False,False,False,False,False
8,724235,13810,1992,7,10,80.9000015259,23,71.5,23.0,,,,,6.59999990463,23.0,8.39999961853,23.0,14.0,,72.0,True,,,0.0,,False,False,False,False,False,False
9,637200,99999,2007,10,18,73.8000030518,4,53.0,4.0,,,,,18.6000003815,4.0,3.79999995232,4.0,6.0,,59.9000015259,False,,,0.0,,False,False,False,False,False,False
10,267450,99999,1980,8,14,61.7000007629,6,57.5,6.0,1012.40002441,6.0,,,2.20000004768,6.0,2.59999990463,6.0,3.90000009537,,55.4000015259,False,,,0.0,,True,True,True,True,True,True
11,947290,99999,1995,4,24,53.0999984741,6,39.2000007629,6.0,1017.70001221,6.0,931.799987793,6.0,,,5.5,6.0,12.0,,39.4000015259,True,,,0.0,,False,False,False,False,False,False
12,77490,99999,1991,12,10,50.7000007629,5,41.7999992371,5.0,1026.30004883,5.0,,,8.10000038147,5.0,28.1000003815,5.0,30.8999996185,36.9000015259,42.7999992371,False,,,0.140000000596,,False,False,False,False,False,False
13,949690,99999,2002,10,27,52.0,8,40.5,8.0,,,,,,,4.0,8.0,7.0,,36.2999992371,False,,,0.0,,False,False,False,False,False,False
14,603510,99999,1998,2,24,49.4000015259,7,44.4000015259,7.0,1026.69995117,7.0,,,4.30000019073,7.0,12.5,7.0,15.8999996185,,44.2000007629,False,,,0.20000000298,,False,False,False,False,False,False
15,33050,99999,2006,2,6,43.5999984741,24,35.5,24.0,1029.80004883,24.0,,,14.0,23.0,13.8999996185,24.0,20.0,,37.5999984741,False,,,0.0,,False,False,False,False,False,False
16,930040,99999,1994,6,15,54.5,6,51.5,6.0,1014.70001221,6.0,,,,,8.80000019073,6.0,14.0,,52.9000015259,True,,,0.0,,False,False,False,False,False,False
17,540960,99999,1985,10,24,28.7000007629,7,19.5,7.0,1026.19995117,7.0,,,12.3999996185,7.0,3.90000009537,7.0,7.80000019073,,20.2999992371,True,,,0.00999999977648,,False,False,False,False,False,False
18,241660,99999,1982,1,7,-72.6999969482,8,-78.3000030518,8.0,1020.09997559,8.0,,,31.1000003815,8.0,5.30000019073,8.0,7.80000019073,,-75.5999984741,False,,,0.0,6.30000019073,False,False,False,False,False,False
19,527540,99999,1999,12,5,10.6000003815,8,-6.30000019073,8.0,,,684.700012207,8.0,17.8999996185,8.0,6.80000019073,8.0,13.6000003815,,-3.59999990463,False,,,0.0,,False,False,False,False,False,False
20,82100,99999,1975,2,12,38.0999984741,5,33.0999984741,5.0,,,886.200012207,5.0,6.59999990463,5.0,9.39999961853,5.0,14.0,,33.7999992371,False,,,0.019999999553,,False,False,False,False,False,False
21,110280,99999,1982,8,21,60.9000015259,5,43.4000015259,5.0,1017.29998779,5.0,,,15.1999998093,5.0,6.80000019073,5.0,9.89999961853,,53.7999992371,False,,,0.20000000298,,False,False,False,False,False,False
22,842030,99999,1989,10,3,76.0,20,66.1999969482,20.0,1013.90002441,5.0,,,7.0,20.0,8.60000038147,20.0,12.0,,69.5999984741,False,,,0.0,,False,False,False,False,False,False
23,718960,99999,1966,9,1,53.2999992371,24,47.5,24.0,1017.20001221,24.0,937.0,24.0,29.0,24.0,5.5,24.0,14.0,,49.2999992371,True,,,,,False,False,False,False,False,False
24,357910,99999,1962,7,28,72.3000030518,6,34.2999992371,6.0,999.700012207,6.0,,,31.1000003815,6.0,11.1000003815,6.0,16.8999996185,,57.0,True,,,0.0,,False,False,False,False,False,False
25,947110,99999,1991,6,22,53.0,7,35.7000007629,7.0,1026.19995117,7.0,994.200012207,7.0,28.8999996185,7.0,1.0,7.0,4.09999990463,,43.0,True,,,0.0,,False,False,False,False,False,False
26,314820,99999,1990,3,14,18.2999992371,8,8.69999980927,8.0,1020.20001221,8.0,1003.20001221,8.0,12.3999996185,8.0,1.89999997616,5.0,3.90000009537,,-5.09999990463,False,,,0.0,,False,False,False,False,False,False
27,376020,99999,1975,8,4,60.7999992371,4,55.7999992371,4.0,,,,,9.30000019073,4.0,,,,,55.4000015259,True,,,0.0,,False,False,False,False,False,False
28,787080,99999,1999,1,18,80.9000015259,12,70.0999984741,12.0,1015.40002441,12.0,1012.20001221,12.0,9.10000038147,12.0,6.40000009537,12.0,14.0,,69.8000030518,True,,,0.0,,False,False,False,False,False,False
29,118410,99999,1984,7,25,58.0,8,47.2999992371,8.0,1016.0,8.0,,,7.5,8.0,1.5,8.0,5.80000019073,,45.2999992371,False,,,0.0,,False,False,False,False,False,False
30,39710,99999,2001,12,11,40.5999984741,24,35.0999984741,24.0,1039.19995117,24.0,1026.0,24.0,23.7999992371,9.0,5.0,24.0,7.80000019073,,35.2000007629,False,,,0.0299999993294,,False,False,False,False,False,False
31,130670,99999,1982,4,6,54.2000007629,8,37.2999992371,8.0,1022.0,8.0,,,8.5,8.0,2.5,8.0,5.09999990463,,36.2999992371,False,,,0.0,,False,False,False,False,False,False
32,856720,99999,1968,1,20,71.1999969482,4,53.2000007629,4.0,1013.70001221,4.0,,,21.7000007629,4.0,5.5,4.0,7.0,,43.0,False,,,0.0,,False,False,False,False,False,False
33,311990,99999,1990,7,3,70.3000030518,8,58.9000015259,8.0,1001.29998779,8.0,951.0,8.0,17.7999992371,7.0,2.90000009537,8.0,5.80000019073,,50.5,False,,,0.0,,False,False,False,False,False,False
34,364390,99999,1978,8,11,53.5999984741,6,48.5,6.0,,,,,11.3000001907,6.0,1.89999997616,6.0,5.80000019073,,48.2000007629,True,,,0.430000007153,,False,False,False,False,False,False
35,200870,99999,1956,4,7,-4.30000019073,4,,,,,,,10.8999996185,4.0,16.5,4.0,19.0,,-9.0,True,,,0.0,,False,False,False,False,False,False
36,744915,14775,1977,12,9,23.5,16,8.5,16.0,,,,,8.10000038147,16.0,2.79999995232,16.0,9.89999961853,,12.1999998093,True,,,,,True,True,True,True,True,True
37,636610,99999,2006,6,8,67.9000015259,4,57.7000007629,4.0,,,,,18.6000003815,4.0,7.19999980927,4.0,8.0,,56.7000007629,True,,,6.30000019073,,False,False,False,False,False,False
38,128220,99999,1989,3,11,44.7999992371,8,36.2999992371,8.0,1026.59997559,8.0,,,3.59999990463,8.0,3.59999990463,8.0,5.80000019073,,40.5,False,,,0.0,,False,False,False,False,False,False
39,507450,99999,1995,5,14,61.9000015259,8,25.7000007629,8.0,1007.70001221,8.0,990.400024414,8.0,8.60000038147,8.0,6.09999990463,8.0,9.69999980927,,43.9000015259,False,,,0.0,,False,False,False,False,False,False
40,161250,99999,2002,7,1,74.9000015259,11,62.9000015259,11.0,,,,,6.30000019073,11.0,4.09999990463,11.0,7.0,,61.5,False,,,0.0,,False,False,False,False,False,False
41,150250,99999,1987,6,11,73.4000015259,14,67.4000015259,5.0,1017.29998779,5.0,1004.70001221,5.0,4.90000009537,14.0,5.80000019073,14.0,13.6000003815,,64.8000030518,False,,,0.0,,False,False,False,False,False,False
42,722340,13865,1973,3,26,57.0999984741,24,45.0,24.0,1003.79998779,24.0,992.700012207,24.0,8.30000019073,24.0,6.90000009537,24.0,12.0,15.8999996185,54.0,True,,,1.61000001431,,False,False,False,False,False,False
43,722069,99999,2006,9,21,75.5,24,58.5999984741,24.0,1014.59997559,24.0,,,10.0,24.0,7.0,24.0,11.1000003815,,68.0,False,,,0.0,,False,False,False,False,False,False
44,590070,99999,1962,12,10,57.0999984741,7,46.5999984741,7.0,1015.90002441,6.0,976.700012207,7.0,12.3999996185,7.0,3.09999990463,7.0,9.89999961853,,41.0,False,,,0.0,,True,True,True,True,True,True
45,479710,99999,2008,3,29,62.9000015259,23,52.0999984741,23.0,1018.0,23.0,1017.0,23.0,7.09999990463,7.0,4.69999980927,23.0,8.0,,55.0,True,,,0.0,,False,False,False,False,False,False
46,724117,99999,2002,3,15,60.4000015259,24,47.5999984741,24.0,,,,,10.0,24.0,11.3000001907,24.0,22.0,30.8999996185,51.7999992371,True,,,0.0,,False,False,False,False,False,False
47,39150,99999,1999,8,12,57.2000007629,23,52.5,23.0,1018.09997559,23.0,,,5.09999990463,23.0,4.40000009537,23.0,8.0,,51.0999984741,False,,,0.0399999991059,,False,False,False,False,False,False
48,727680,94008,1980,4,30,67.4000015259,24,26.7000007629,24.0,1008.59997559,24.0,928.400024414,24.0,19.8999996185,24.0,13.1000003815,24.0,17.8999996185,22.8999996185,51.0999984741,False,,,0.0,,False,False,False,False,False,False
49,562470,99999,2002,12,28,35.5,8,13.0,8.0,,,739.799987793,8.0,18.6000003815,8.0,0.0,8.0,,,22.7999992371,False,,,0.0,,False,False,False,False,False,False
50,726228,99999,2000,4,12,26.2999992371,24,19.2999992371,24.0,1021.90002441,21.0,,,5.69999980927,24.0,6.69999980927,24.0,12.0,20.0,21.0,False,,,0.170000001788,,False,False,False,False,False,False
51,870221,99999,2007,1,29,76.9000015259,21,68.0,21.0,,,,,7.0,21.0,4.69999980927,21.0,8.0,,68.0,True,,,0.0,,False,False,False,False,False,False
52,134620,99999,1996,9,2,70.4000015259,8,61.7000007629,8.0,1014.59997559,8.0,1010.29998779,8.0,11.6999998093,8.0,4.09999990463,8.0,7.80000019073,,60.0999984741,False,,,0.0,,False,False,False,False,False,False
53,942550,99999,1998,7,4,71.9000015259,5,56.0999984741,5.0,,,,,,,4.19999980927,5.0,7.0,,59.9000015259,True,,,0.0,,False,False,False,False,False,False
54,724100,13733,2006,12,16,49.5999984741,24,28.2000007629,24.0,1019.0,24.0,,,10.0,24.0,3.20000004768,24.0,7.0,,37.0,False,,,0.0,,False,False,False,False,False,False
55,257030,99999,1980,10,20,-7.80000019073,8,-12.8000001907,8.0,1021.0,8.0,,,25.6000003815,8.0,1.20000004768,8.0,3.90000009537,,-23.7999992371,False,,,0.019999999553,,True,True,True,True,True,True
56,719264,99999,1979,10,30,30.7000007629,7,29.2000007629,7.0,,,,,7.09999990463,7.0,4.90000009537,6.0,7.0,,30.2000007629,True,,,0.0,,True,True,True,True,True,True
57,362590,99999,1981,7,17,50.5,8,44.5999984741,7.0,,,,,22.5,8.0,3.20000004768,8.0,11.6999998093,,46.4000015259,True,,,0.0,,False,False,False,False,False,False
58,999999,13741,1963,7,21,74.3000030518,24,59.5,24.0,1007.59997559,24.0,966.799987793,24.0,24.8999996185,24.0,10.8000001907,24.0,18.1000003815,,68.0,True,,,,,False,False,False,False,False,False
59,219460,99999,1969,8,26,41.2000007629,8,38.9000015259,8.0,1018.59997559,8.0,,,24.2999992371,8.0,5.19999980927,8.0,9.89999961853,,37.0,False,,,0.0599999986589,,False,False,False,False,False,False
60,484310,99999,1970,4,16,86.4000015259,24,66.6999969482,24.0,,,982.799987793,8.0,6.80000019073,24.0,3.90000009537,24.0,8.89999961853,,75.4000015259,True,,,0.0,,False,False,False,False,False,False
61,39050,99999,1987,10,1,53.7000007629,5,46.0999984741,5.0,1022.20001221,5.0,,,5.19999980927,5.0,12.3999996185,5.0,15.0,,50.7000007629,True,,,0.0,,False,False,False,False,False,False
62,725565,99999,1979,9,26,70.0,8,49.5,8.0,,,,,7.0,8.0,6.30000019073,8.0,15.0,,53.0999984741,True,,,0.0,,False,False,False,False,False,False
63,477890,99999,1976,1,9,38.2999992371,14,25.1000003815,14.0,,,,,7.0,14.0,11.3000001907,14.0,21.0,34.0,33.7999992371,True,,,,,False,False,False,False,False,False
64,537870,99999,1981,1,16,19.8999996185,7,-14.0,7.0,1035.5,7.0,906.0,7.0,18.6000003815,7.0,1.70000004768,7.0,3.90000009537,,3.20000004768,False,,,0.0,,False,False,False,False,False,False
65,724371,93823,1986,4,20,51.5999984741,24,49.5999984741,24.0,1009.70001221,24.0,,,5.0,24.0,7.09999990463,23.0,15.8999996185,,48.0,True,,,0.280000001192,,True,True,True,True,True,True
66,726458,99999,2007,6,27,77.3000030518,20,65.1999969482,20.0,,,,,8.30000019073,20.0,8.60000038147,20.0,12.0,18.1000003815,73.4000015259,False,,,0.0,,False,False,False,False,False,False
67,718936,99999,1983,4,26,48.7999992371,13,44.5999984741,13.0,1011.59997559,13.0,,,10.6999998093,13.0,5.69999980927,13.0,9.89999961853,,44.5999984741,True,,,0.0,,True,True,True,True,True,True
68,726904,24231,1986,2,4,45.7999992371,9,43.5,9.0,,,,,15.1000003815,9.0,4.09999990463,9.0,8.89999961853,,42.0999984741,True,,,0.0,,False,False,False,False,False,False
69,155520,99999,1966,8,10,72.0999984741,8,60.0999984741,8.0,1012.20001221,8.0,,,9.69999980927,8.0,10.1000003815,8.0,16.8999996185,,64.0,False,,,0.0799999982119,,False,False,False,False,False,False
70,299370,99999,1976,7,17,69.0,7,60.0999984741,5.0,996.400024414,7.0,,,16.8999996185,7.0,9.10000038147,6.0,17.5,,60.7999992371,True,,,0.370000004768,,False,False,False,False,False,False
71,937090,99999,2005,3,28,52.9000015259,8,51.2000007629,8.0,1006.09997559,8.0,,,,,1.39999997616,8.0,4.09999990463,,46.7999992371,True,,,0.0,,False,False,False,False,False,False
72,788660,99999,1978,8,26,81.6999969482,12,73.5999984741,12.0,1015.09997559,5.0,,,14.1000003815,11.0,8.30000019073,11.0,11.8000001907,,77.0,True,,,19.2900009155,,False,False,False,False,False,False
73,723865,23112,1962,5,28,68.0999984741,24,34.7000007629,24.0,1004.90002441,8.0,940.099975586,8.0,27.2999992371,24.0,8.19999980927,24.0,14.0,,58.2999992371,True,,,0.0,,False,False,False,False,False,False
74,103060,99999,1984,10,21,47.2999992371,24,40.5,24.0,,,,,7.0,24.0,11.1000003815,24.0,17.1000003815,28.8999996185,42.7999992371,True,,,,,False,False,False,False,False,False
75,714460,99999,2007,5,27,57.9000015259,23,38.0,23.0,1011.79998779,4.0,915.900024414,4.0,,,14.8999996185,23.0,21.0,,44.5999984741,True,,,0.0,,False,False,False,False,False,False
76,128920,99999,2005,5,31,65.9000015259,24,54.5999984741,24.0,1014.40002441,24.0,997.799987793,24.0,,,11.8999996185,24.0,19.3999996185,,57.0,True,,,0.0,,False,False,False,False,False,False
77,605710,99999,1957,11,25,49.5,4,40.0,4.0,,,,,10.8999996185,4.0,8.0,4.0,12.0,,41.0,False,,,0.0,,False,False,False,False,False,False
78,723400,99999,1977,3,9,58.5999984741,4,34.7000007629,4.0,1021.40002441,4.0,1001.70001221,4.0,11.1999998093,4.0,9.19999980927,4.0,11.1000003815,,45.0,False,,,0.0,,False,False,False,False,False,False
79,388440,99999,1976,7,31,64.9000015259,4,32.0,4.0,,,,,21.7000007629,4.0,4.40000009537,4.0,7.80000019073,,62.5999984741,True,,,0.0,,False,False,False,False,False,False
80,999999,13871,1952,10,14,60.0,24,51.7000007629,24.0,1019.70001221,24.0,997.299987793,24.0,12.5,24.0,2.0,24.0,5.09999990463,,46.0,True,,,0.0,,False,False,False,False,False,False
81,949250,99999,1981,2,26,65.9000015259,7,51.5,7.0,,,951.400024414,7.0,,,3.40000009537,7.0,7.0,,53.2000007629,True,,,0.0,,False,False,False,False,False,False
82,999999,26528,1958,4,24,36.2000007629,24,32.0999984741,24.0,1031.40002441,24.0,1017.59997559,24.0,23.0,24.0,0.40000000596,24.0,5.09999990463,,33.0999984741,True,,,,,False,False,False,False,False,False
83,913760,40710,1976,8,23,81.6999969482,7,75.3000030518,7.0,1009.40002441,7.0,1009.20001221,7.0,14.8000001907,7.0,4.59999990463,7.0,8.0,,77.0,True,,,0.0,,False,False,False,False,False,False
84,948020,99999,1995,8,8,55.9000015259,8,38.5999984741,8.0,1009.29998779,8.0,1001.0,8.0,26.1000003815,5.0,16.2000007629,8.0,22.0,,47.7000007629,False,,,0.0799999982119,,False,False,False,False,False,False
85,39080,99999,2007,5,23,57.4000015259,24,51.5999984741,24.0,1019.79998779,24.0,1019.09997559,24.0,12.1999998093,24.0,10.0,24.0,15.0,,51.2999992371,False,,,0.0,,False,False,False,False,False,False
86,485170,99999,1963,8,21,81.5999984741,5,72.8000030518,5.0,1010.09997559,5.0,,,8.60000038147,5.0,8.0,5.0,15.8999996185,,75.0,False,,,0.019999999553,,False,False,False,False,False,False
87,33910,99999,1986,12,2,46.0999984741,24,42.7000007629,24.0,1022.70001221,24.0,,,8.0,24.0,11.6000003815,24.0,19.0,,35.7999992371,False,,,0.0,,False,False,False,False,False,False
88,376990,99999,1990,12,31,16.0,4,6.30000019073,4.0,,,813.700012207,4.0,,,,,,,5.5,True,,,0.0,,False,False,False,False,False,False
89,132080,99999,1960,1,8,42.4000015259,8,35.4000015259,8.0,1012.90002441,8.0,,,6.69999980927,8.0,4.40000009537,8.0,8.89999961853,,32.0,False,,,,,False,False,False,False,False,False
90,946930,99999,1984,10,20,55.2999992371,7,40.0999984741,7.0,1025.40002441,7.0,,,24.8999996185,7.0,7.69999980927,7.0,8.89999961853,,44.5999984741,True,,,0.0,,False,False,False,False,False,False
91,712310,99999,2003,3,15,40.5,24,36.2999992371,24.0,,,,,,,10.6000003815,24.0,16.8999996185,22.8999996185,32.7000007629,False,,,0.0,,False,False,False,False,False,False
92,724795,99999,1994,8,19,70.8000030518,7,56.5999984741,7.0,1015.5,7.0,,,42.9000015259,7.0,5.19999980927,7.0,8.0,19.7999992371,61.0,False,,,0.159999996424,,False,False,False,False,False,False
93,725474,99999,2001,4,20,68.4000015259,24,63.0,14.0,,,,,8.80000019073,24.0,10.1999998093,24.0,20.0,23.8999996185,59.0,True,,,0.0,,False,False,False,False,False,False
94,722060,13889,2007,10,12,65.3000030518,24,54.0999984741,24.0,1010.90002441,24.0,,,10.0,24.0,5.0,24.0,12.0,14.0,52.0,False,,,0.0,,False,False,False,False,False,False
95,719120,99999,1983,3,14,-3.20000004768,20,-8.69999980927,20.0,1024.69995117,20.0,1005.40002441,20.0,10.6999998093,20.0,11.5,20.0,18.7999992371,26.0,-13.1999998093,False,,,0.00999999977648,33.5,False,False,False,False,False,False
96,333930,99999,1985,10,18,46.2000007629,8,44.4000015259,8.0,1022.0,8.0,,,1.79999995232,8.0,6.59999990463,8.0,7.80000019073,,42.5999984741,False,,,0.0,,False,False,False,False,False,False
97,161340,99999,1974,9,9,52.5,8,40.0999984741,8.0,,,,,6.30000019073,8.0,12.3999996185,8.0,24.8999996185,,48.2000007629,True,,,0.0,,False,False,False,False,False,False
98,238470,99999,1991,12,28,-9.60000038147,5,-14.1000003815,5.0,1006.29998779,5.0,1001.70001221,5.0,6.19999980927,5.0,3.5,5.0,5.80000019073,,-11.8999996185,True,,,0.0,,False,False,False,False,False,False
99,577130,99999,1986,11,2,58.2000007629,7,51.2000007629,7.0,1016.70001221,7.0,,,5.5,7.0,2.20000004768,7.0,7.80000019073,,52.9000015259,False,,,0.0,,False,False,False,False,False,False
100,72030,99999,2005,5,25,63.2999992371,22,52.5,22.0,1021.0,22.0,1015.59997559,22.0,11.3999996185,5.0,10.3000001907,22.0,15.8999996185,19.0,53.0999984741,False,,,0.0,,False,False,False,False,False,False
101,865300,99999,1997,4,22,66.0,6,57.5,6.0,1015.70001221,6.0,,,7.19999980927,6.0,8.69999980927,6.0,12.0,,54.2999992371,True,,,0.0,,False,False,False,False,False,False
102,702190,26615,1965,12,4,6.40000009537,8,0.899999976158,8.0,991.099975586,8.0,985.400024414,8.0,17.3999996185,8.0,20.1000003815,8.0,22.8999996185,,3.90000009537,True,,,0.0,,False,False,False,False,False,False
103,130080,99999,1992,5,3,33.7999992371,7,33.0999984741,7.0,,,751.5,7.0,0.10000000149,7.0,6.69999980927,7.0,9.69999980927,,30.2000007629,False,,,0.310000002384,,True,True,True,True,True,True
104,718230,99999,2001,6,19,54.4000015259,24,42.5999984741,24.0,1008.09997559,23.0,,,14.3000001907,24.0,8.39999961853,23.0,20.0,28.0,39.2000007629,True,,,,,False,False,False,False,False,False
105,713980,99999,2002,6,3,47.4000015259,24,38.2999992371,24.0,1002.29998779,8.0,997.5,8.0,8.89999961853,24.0,5.19999980927,24.0,11.8000001907,16.8999996185,40.7999992371,False,,,0.330000013113,,False,False,False,False,False,False
106,724298,99999,2005,4,13,47.5,24,25.2000007629,24.0,1012.59997559,24.0,,,10.0,24.0,14.6999998093,24.0,22.8999996185,29.8999996185,36.0,False,,,0.0,,False,False,False,False,False,False
107,384570,99999,2003,8,26,78.9000015259,24,46.7999992371,24.0,1006.29998779,24.0,952.200012207,24.0,5.59999990463,24.0,4.0,24.0,5.80000019073,,61.9000015259,False,,,0.0,,False,False,False,False,False,False
108,606800,99999,1986,1,24,50.2999992371,7,13.3000001907,7.0,,,865.799987793,7.0,10.6999998093,7.0,1.70000004768,7.0,8.0,,38.5,False,,,0.0,,False,False,False,False,False,False
109,483760,99999,1997,2,6,79.4000015259,8,58.5,8.0,1009.0,8.0,994.700012207,8.0,3.09999990463,8.0,3.0,8.0,9.89999961853,,59.9000015259,False,,,0.0,,False,False,False,False,False,False
110,335860,99999,1973,3,24,39.7999992371,6,35.2999992371,6.0,1020.59997559,6.0,,,3.5,6.0,6.5,6.0,9.69999980927,,32.0,True,,,0.0,,False,False,False,False,False,False
111,862480,99999,1979,12,31,66.5999984741,5,55.0,5.0,1011.5,5.0,,,10.6000003815,5.0,14.6000003815,5.0,20.0,,62.5999984741,False,,,0.0,,False,False,False,False,False,False
112,341220,99999,2006,3,23,26.2000007629,24,24.7000007629,24.0,,,,,3.20000004768,24.0,7.19999980927,24.0,13.6000003815,,10.3999996185,True,,,,,True,True,True,True,True,True
113,307580,99999,1988,7,25,71.6999969482,8,64.4000015259,8.0,1007.20001221,8.0,931.599975586,8.0,31.1000003815,8.0,6.80000019073,8.0,11.6999998093,,59.2000007629,False,,,0.0,,False,False,False,False,False,False
114,999999,26703,1952,1,3,11.3000001907,23,7.09999990463,23.0,989.099975586,23.0,988.099975586,23.0,0.600000023842,23.0,39.2000007629,23.0,48.0,,1.0,True,,,,,True,True,True,True,True,True
115,628090,99999,2000,1,3,87.5999984741,4,36.5,4.0,,,,,12.3999996185,4.0,5.80000019073,4.0,8.89999961853,,68.9000015259,False,,,0.0,,False,False,False,False,False,False
116,946105,99999,1973,2,22,66.5999984741,8,56.7000007629,8.0,,,1013.40002441,8.0,,,3.90000009537,8.0,13.0,,52.0,True,,,0.0,,False,False,False,False,False,False
117,402720,99999,2008,2,19,37.7000007629,23,35.5999984741,23.0,1023.20001221,4.0,937.0,4.0,3.29999995232,23.0,16.2000007629,23.0,26.0,,35.2000007629,True,,,0.239999994636,,False,False,False,False,False,False
118,943410,99999,2007,7,22,62.5999984741,16,38.5999984741,16.0,1020.40002441,16.0,996.099975586,16.0,,,9.39999961853,16.0,15.0,,38.2999992371,False,,,0.0,,False,False,False,False,False,False
119,945510,99999,1994,11,28,68.8000030518,6,58.0999984741,6.0,1017.20001221,6.0,941.299987793,6.0,31.1000003815,6.0,15.3000001907,6.0,20.0,,60.4000015259,True,,,0.0,,False,False,False,False,False,False
120,725975,24235,1986,12,6,37.2000007629,24,33.9000015259,24.0,1018.59997559,8.0,884.0,8.0,19.8999996185,9.0,5.30000019073,24.0,11.1000003815,,34.0,True,,,0.0,,True,True,True,True,True,True
121,313880,99999,1981,9,16,42.7999992371,8,38.7999992371,8.0,1007.5,8.0,,,31.1000003815,8.0,0.699999988079,8.0,3.90000009537,,32.0,True,,,0.0,,False,False,False,False,False,False
122,308440,99999,1969,6,17,70.5999984741,7,41.5999984741,7.0,1006.0,7.0,,,23.1000003815,7.0,2.59999990463,7.0,9.89999961853,,45.0,True,,,0.0,,False,False,False,False,False,False
123,679750,99999,1998,10,15,71.1999969482,8,57.5,8.0,,,894.700012207,6.0,12.3999996185,8.0,7.40000009537,8.0,15.8999996185,,57.0,False,,,0.0,,False,False,False,False,False,False
124,10590,99999,1981,12,14,23.0,6,17.0,6.0,989.200012207,6.0,,,12.3999996185,6.0,16.7000007629,6.0,19.7999992371,,21.2000007629,True,,,0.0599999986589,,False,False,False,False,False,False
125,40560,99999,1995,6,14,43.0,8,38.4000015259,8.0,1023.90002441,8.0,947.099975586,8.0,24.1000003815,8.0,13.8000001907,8.0,21.0,,38.7000007629,False,,,0.00999999977648,,True,True,True,True,True,True
126,837680,99999,2007,1,10,78.5,15,74.3000030518,15.0,1010.90002441,4.0,947.200012207,4.0,8.19999980927,15.0,3.29999995232,15.0,6.0,,71.5999984741,True,,,0.0,,False,False,False,False,False,False
127,718270,99999,2009,5,9,28.7000007629,24,19.3999996185,24.0,1011.40002441,24.0,986.400024414,4.0,13.8999996185,24.0,9.89999961853,24.0,12.0,18.1000003815,19.3999996185,True,,,0.509999990463,0.40000000596,False,False,False,False,False,False
128,471310,99999,1999,11,10,52.9000015259,8,40.5999984741,8.0,1020.29998779,8.0,1013.0,8.0,11.6999998093,8.0,1.0,8.0,6.0,,40.7999992371,False,,,0.0,,False,False,False,False,False,False
129,132740,99999,1962,6,25,79.5999984741,7,62.5999984741,7.0,1015.09997559,7.0,,,9.10000038147,7.0,3.40000009537,7.0,9.89999961853,,68.0,False,,,0.0,,False,False,False,False,False,False
130,304550,99999,1989,3,6,1.0,8,-7.5,8.0,,,895.400024414,4.0,31.1000003815,8.0,1.0,8.0,7.80000019073,,-19.1000003815,False,,,0.0,,False,False,False,False,False,False
131,303720,99999,1988,10,18,35.0999984741,8,21.3999996185,8.0,1008.29998779,8.0,923.799987793,8.0,31.1000003815,8.0,7.30000019073,8.0,11.6999998093,,20.7999992371,False,,,0.0,,False,False,False,False,False,False
132,956060,99999,1992,5,20,62.4000015259,7,41.2999992371,7.0,1018.70001221,7.0,1018.09997559,7.0,14.1999998093,7.0,7.40000009537,7.0,13.0,,56.2999992371,True,,,0.0,,False,False,False,False,False,False
133,121500,99999,1960,2,16,32.2000007629,8,27.3999996185,8.0,995.799987793,8.0,,,5.19999980927,8.0,6.5,8.0,12.0,,30.0,False,,,0.019999999553,,False,False,False,False,False,False
